,rain_mm,hour,exact_date,weather_type,temp_f
7969,0.0,2,2016-07-11,Clear sky,60.1376
7970,0.0,3,2016-07-11,Clear sky,58.7876
7971,0.0,4,2016-07-11,Clear sky,57.707603
7972,0.0,5,2016-07-11,Clear sky,56.5376
7973,0.0,6,2016-07-11,Clear sky,55.4576
7974,0.0,7,2016-07-11,Mainly clear,56.3576
7975,0.0,8,2016-07-11,Mainly clear,60.2276
7976,0.0,9,2016-07-11,Clear sky,64.9976
7977,0.0,10,2016-07-11,Clear sky,69.8576
7978,0.0,11,2016-07-11,Clear sky,74.1776
7979,0.0,12,2016-07-11,Clear sky,77.6876
7980,0.0,13,2016-07-11,Clear sky,80.2976
7981,0.0,14,2016-07-11,Clear sky,81.8276
7982,0.0,15,2016-07-11,Clear sky,81.917595
7983,0.0,16,2016-07-11,Clear sky,81.1076
7984,0.0,17,2016-07-11,Clear sky,79.847595
7985,0.0,18,2016-07-11,Clear sky,78.0476
7986,0.0,19,2016-07-11,Clear sky,74.6276
7987,0.0,20,2016-07-11,Clear sky,70.2176
7988,0.0,21,2016-07-11,Clear sky,66.0776
7989,0.0,22,2016-07-11,Clear sky,63.3776
7990,0.0,23,2016-07-11,Clear sky,61.3976
7991,0.0,0,2016-07-12,Mainly clear,58.8776
7992,0.0,1,2016-07-12,Mainly clear,57.707603
7993,0.0,2,2016-07-12,Mainly clear,56.8976
7994,0.0,3,2016-07-12,Mainly clear,55.9976
7995,0.0,4,2016-07-12,Mainly clear,55.5476
7996,0.0,5,2016-07-12,Partly cloudy,55.2776
7997,0.0,6,2016-07-12,Partly cloudy,54.8276
7998,0.0,7,2016-07-12,Mainly clear,55.6376
7999,0.0,8,2016-07-12,Mainly clear,58.1576
8000,0.0,9,2016-07-12,Mainly clear,61.7576
8001,0.0,10,2016-07-12,Clear sky,65.8076
8002,0.0,11,2016-07-12,Clear sky,70.0376
8003,0.0,12,2016-07-12,Clear sky,71.5676
8004,0.0,13,2016-07-12,Clear sky,74.7176
8005,0.0,14,2016-07-12,Clear sky,76.9676
8006,0.0,15,2016-07-12,Clear sky,77.8676
8007,0.0,16,2016-07-12,Clear sky,77.957596
8008,0.0,17,2016-07-12,Clear sky,77.2376
8009,0.0,18,2016-07-12,Clear sky,75.347595
8010,0.0,19,2016-07-12,Clear sky,72.3776
8011,0.0,20,2016-07-12,Clear sky,68.6876
8012,0.0,21,2016-07-12,Clear sky,65.0876
8013,0.0,22,2016-07-12,Clear sky,62.747597
8014,0.0,23,2016-07-12,Clear sky,61.0376
8015,0.0,0,2016-07-13,Mainly clear,59.237602
8016,0.0,1,2016-07-13,Mainly clear,57.9776
8017,0.0,2,2016-07-13,Mainly clear,57.167603
8018,0.0,3,2016-07-13,Mainly clear,56.6276
8019,0.0,4,2016-07-13,Overcast,55.9076
8020,0.0,5,2016-07-13,Overcast,55.4576
8021,0.0,6,2016-07-13,Overcast,55.0976
8022,0.0,7,2016-07-13,Overcast,55.6376
8023,0.0,8,2016-07-13,Overcast,58.0676
8024,0.0,9,2016-07-13,Mainly clear,61.8476
8025,0.0,10,2016-07-13,Clear sky,65.9876
8026,0.0,11,2016-07-13,Clear sky,70.9376
8027,0.0,12,2016-07-13,Clear sky,78.0476
8028,0.0,13,2016-07-13,Clear sky,82.7276
8029,0.0,14,2016-07-13,Clear sky,86.0576
8030,0.0,15,2016-07-13,Clear sky,86.957596
8031,0.0,16,2016-07-13,Clear sky,86.1476
8032,0.0,17,2016-07-13,Clear sky,84.2576
8033,0.0,18,2016-07-13,Clear sky,81.7376
8034,0.0,19,2016-07-13,Clear sky,78.5876
8035,0.0,20,2016-07-13,Clear sky,74.26759
8036,0.0,21,2016-07-13,Clear sky,69.9476
8037,0.0,22,2016-07-13,Clear sky,66.5276
8038,0.0,23,2016-07-13,Clear sky,63.8276
8039,0.0,0,2016-07-14,Clear sky,64.7276
8040,0.0,1,2016-07-14,Clear sky,62.3876
8041,0.0,2,2016-07-14,Clear sky,60.4076
8042,0.0,3,2016-07-14,Mainly clear,58.7876
8043,0.0,4,2016-07-14,Overcast,57.4376
8044,0.0,5,2016-07-14,Overcast,56.6276
8045,0.0,6,2016-07-14,Overcast,55.7276
8046,0.0,7,2016-07-14,Overcast,56.5376
8047,0.0,8,2016-07-14,Overcast,59.5976
8048,0.0,9,2016-07-14,Partly cloudy,63.8276
8049,0.0,10,2016-07-14,Clear sky,69.3176
8050,0.0,11,2016-07-14,Clear sky,74.5376
8051,0.0,12,2016-07-14,Clear sky,77.5076
8052,0.0,13,2016-07-14,Clear sky,81.01759
8053,0.0,14,2016-07-14,Clear sky,82.7276
8054,0.0,15,2016-07-14,Clear sky,82.9076
8055,0.0,16,2016-07-14,Clear sky,81.2876
8056,0.0,17,2016-07-14,Clear sky,78.6776
8057,0.0,18,2016-07-14,Clear sky,75.7976
8058,0.0,19,2016-07-14,Clear sky,71.9276
8059,0.0,20,2016-07-14,Clear sky,67.51759
8060,0.0,21,2016-07-14,Clear sky,63.3776
8061,0.0,22,2016-07-14,Clear sky,60.857597
8062,0.0,23,2016-07-14,Clear sky,59.1476
8063,0.0,0,2016-07-15,Clear sky,57.8876
8064,0.0,1,2016-07-15,Clear sky,57.2576
8065,0.0,2,2016-07-15,Clear sky,56.5376
8066,0.0,3,2016-07-15,Overcast,55.8176
8067,0.0,4,2016-07-15,Overcast,55.3676
8068,0.0,5,2016-07-15,Overcast,55.0976
8069,0.0,6,2016-07-15,Overcast,54.8276
8070,0.0,7,2016-07-15,Overcast,55.0076
8071,0.0,8,2016-07-15,Overcast,56.987602
8072,0.0,9,2016-07-15,Overcast,60.1376
8073,0.0,10,2016-07-15,Mainly clear,65.5376
8074,0.0,11,2016-07-15,Mainly clear,70.667595
8075,0.0,12,2016-07-15,Mainly clear,71.3876
8076,0.0,13,2016-07-15,Mainly clear,75.347595
8077,0.0,14,2016-07-15,Clear sky,78.1376
8078,0.0,15,2016-07-15,Clear sky,79.7576
8079,0.0,16,2016-07-15,Mainly clear,79.3976
8080,0.0,17,2016-07-15,Partly cloudy,75.9776
8081,0.0,18,2016-07-15,Partly cloudy,71.3876
8082,0.0,19,2016-07-15,Mainly clear,67.1576
8083,0.0,20,2016-07-15,Clear sky,63.737602
8084,0.0,21,2016-07-15,Mainly clear,60.7676
8085,0.0,22,2016-07-15,Partly cloudy,59.237602
8086,0.0,23,2016-07-15,Mainly clear,58.247597
8087,0.0,0,2016-07-16,Mainly clear,56.4476
8088,0.0,1,2016-07-16,Clear sky,55.9076
8089,0.0,2,2016-07-16,Clear sky,55.6376
8090,0.0,3,2016-07-16,Overcast,55.3676
8091,0.0,4,2016-07-16,Overcast,55.0076
8092,0.0,5,2016-07-16,Overcast,54.737602
8093,0.0,6,2016-07-16,Overcast,54.6476
8094,0.0,7,2016-07-16,Overcast,55.8176
8095,0.0,8,2016-07-16,Overcast,57.9776
8096,0.0,9,2016-07-16,Overcast,60.857597
8097,0.0,10,2016-07-16,Partly cloudy,64.6376
8098,0.0,11,2016-07-16,Mainly clear,68.417595
8099,0.0,12,2016-07-16,Clear sky,70.3976
8100,0.0,13,2016-07-16,Clear sky,73.9976
8101,0.0,14,2016-07-16,Clear sky,75.9776
8102,0.0,15,2016-07-16,Clear sky,76.51759
8103,0.0,16,2016-07-16,Clear sky,75.9776
8104,0.0,17,2016-07-16,Clear sky,74.4476
8105,0.0,18,2016-07-16,Clear sky,72.1076
8106,0.0,19,2016-07-16,Clear sky,69.0476
8107,0.0,20,2016-07-16,Clear sky,65.4476
8108,0.0,21,2016-07-16,Clear sky,62.117596
8109,0.0,22,2016-07-16,Clear sky,59.7776
8110,0.0,23,2016-07-16,Clear sky,58.1576
8111,0.0,0,2016-07-17,Mainly clear,57.3476
8112,0.0,1,2016-07-17,Partly cloudy,56.4476
8113,0.0,2,2016-07-17,Partly cloudy,55.8176
8114,0.0,3,2016-07-17,Overcast,55.5476
8115,0.0,4,2016-07-17,Overcast,55.1876
8116,0.0,5,2016-07-17,Overcast,55.0076
8117,0.0,6,2016-07-17,Overcast,54.737602
8118,0.0,7,2016-07-17,Overcast,55.6376
8119,0.0,8,2016-07-17,Overcast,57.7976
8120,0.0,9,2016-07-17,Overcast,60.0476
8121,0.0,10,2016-07-17,Overcast,62.9276
8122,0.0,11,2016-07-17,Mainly clear,65.8976
8123,0.0,12,2016-07-17,Clear sky,68.597595
8124,0.0,13,2016-07-17,Clear sky,71.1176
8125,0.0,14,2016-07-17,Clear sky,72.6476
8126,0.0,15,2016-07-17,Mainly clear,72.8276
8127,0.0,16,2016-07-17,Mainly clear,72.3776
8128,0.0,17,2016-07-17,Mainly clear,70.7576
8129,0.0,18,2016-07-17,Mainly clear,68.597595
8130,0.0,19,2016-07-17,Mainly clear,66.167595
8131,0.0,20,2016-07-17,Mainly clear,62.9276
8132,0.0,21,2016-07-17,Overcast,60.4076
8133,0.0,22,2016-07-17,Overcast,58.967598
8134,0.0,23,2016-07-17,Overcast,57.9776
8135,0.0,0,2016-07-18,Overcast,56.4476
8136,0.0,1,2016-07-18,Overcast,56.2676
8137,0.0,2,2016-07-18,Overcast,55.7276
8138,0.0,3,2016-07-18,Overcast,55.1876
8139,0.0,4,2016-07-18,Overcast,55.0976
8140,0.0,5,2016-07-18,Overcast,55.2776
8141,0.0,6,2016-07-18,Overcast,55.2776
8142,0.0,7,2016-07-18,Overcast,55.8176
8143,0.0,8,2016-07-18,Overcast,56.987602
8144,0.0,9,2016-07-18,Overcast,58.967598
8145,0.0,10,2016-07-18,Partly cloudy,61.8476
8146,0.0,11,2016-07-18,Mainly clear,64.7276
8147,0.0,12,2016-07-18,Clear sky,66.8876
8148,0.0,13,2016-07-18,Clear sky,69.3176
8149,0.0,14,2016-07-18,Clear sky,70.9376
8150,0.0,15,2016-07-18,Mainly clear,71.3876
8151,0.0,16,2016-07-18,Mainly clear,71.3876
8152,0.0,17,2016-07-18,Mainly clear,70.847595
8153,0.0,18,2016-07-18,Clear sky,69.3176
8154,0.0,19,2016-07-18,Clear sky,66.8876
8155,0.0,20,2016-07-18,Clear sky,63.917595
8156,0.0,21,2016-07-18,Mainly clear,61.217598
8157,0.0,22,2016-07-18,Mainly clear,59.5976
8158,0.0,23,2016-07-18,Partly cloudy,58.697598
8159,0.0,0,2016-07-19,Overcast,56.8976
8160,0.0,1,2016-07-19,Overcast,56.1776
8161,0.0,2,2016-07-19,Overcast,55.6376
8162,0.0,3,2016-07-19,Overcast,55.2776
8163,0.0,4,2016-07-19,Overcast,55.2776
8164,0.0,5,2016-07-19,Overcast,55.1876
8165,0.0,6,2016-07-19,Overcast,55.1876
8166,0.0,7,2016-07-19,Overcast,55.5476
8167,0.0,8,2016-07-19,Overcast,56.8976
8168,0.0,9,2016-07-19,Overcast,59.507603
8169,0.0,10,2016-07-19,Partly cloudy,62.4776
8170,0.0,11,2016-07-19,Clear sky,66.0776
8171,0.0,12,2016-07-19,Clear sky,68.0576
8172,0.0,13,2016-07-19,Clear sky,71.0276
8173,0.0,14,2016-07-19,Clear sky,72.8276
8174,0.0,15,2016-07-19,Mainly clear,73.3676
8175,0.0,16,2016-07-19,Mainly clear,72.7376
8176,0.0,17,2016-07-19,Clear sky,71.2976
8177,0.0,18,2016-07-19,Clear sky,69.3176
8178,0.0,19,2016-07-19,Clear sky,66.6176
8179,0.0,20,2016-07-19,Clear sky,63.467598
8180,0.0,21,2016-07-19,Clear sky,60.7676
8181,0.0,22,2016-07-19,Clear sky,59.237602
8182,0.0,23,2016-07-19,Clear sky,58.3376
8183,0.0,0,2016-07-20,Clear sky,58.0676
8184,0.0,1,2016-07-20,Mainly clear,56.987602
8185,0.0,2,2016-07-20,Mainly clear,56.3576
8186,0.0,3,2016-07-20,Partly cloudy,55.7276
8187,0.0,4,2016-07-20,Overcast,55.2776
8188,0.0,5,2016-07-20,Overcast,54.8276
8189,0.0,6,2016-07-20,Overcast,54.6476
8190,0.0,7,2016-07-20,Overcast,55.1876
8191,0.0,8,2016-07-20,Overcast,57.707603
8192,0.0,9,2016-07-20,Mainly clear,61.3076
8193,0.0,10,2016-07-20,Clear sky,65.4476
8194,0.0,11,2016-07-20,Clear sky,69.3176
8195,0.0,12,2016-07-20,Clear sky,72.5576
8196,0.0,13,2016-07-20,Clear sky,75.7976
8197,0.0,14,2016-07-20,Clear sky,77.5076
8198,0.0,15,2016-07-20,Clear sky,78.0476
8199,0.0,16,2016-07-20,Clear sky,77.3276
8200,0.0,17,2016-07-20,Clear sky,75.5276
8201,0.0,18,2016-07-20,Clear sky,72.917595
8202,0.0,19,2016-07-20,Clear sky,69.6776
8203,0.0,20,2016-07-20,Clear sky,65.8976
8204,0.0,21,2016-07-20,Clear sky,62.567596
8205,0.0,22,2016-07-20,Clear sky,60.4076
8206,0.0,23,2016-07-20,Mainly clear,58.8776
8207,0.0,0,2016-07-21,Mainly clear,57.6176
8208,0.0,1,2016-07-21,Mainly clear,56.7176
8209,0.0,2,2016-07-21,Partly cloudy,55.7276
8210,0.0,3,2016-07-21,Overcast,55.0076
8211,0.0,4,2016-07-21,Overcast,54.557602
8212,0.0,5,2016-07-21,Overcast,54.3776
8213,0.0,6,2016-07-21,Overcast,54.2876
8214,0.0,7,2016-07-21,Overcast,54.8276
8215,0.0,8,2016-07-21,Overcast,56.7176
8216,0.0,9,2016-07-21,Mainly clear,60.1376
8217,0.0,10,2016-07-21,Clear sky,64.2776
8218,0.0,11,2016-07-21,Clear sky,68.597595
8219,0.0,12,2016-07-21,Clear sky,71.0276
8220,0.0,13,2016-07-21,Clear sky,73.8176
8221,0.0,14,2016-07-21,Clear sky,75.707596
8222,0.0,15,2016-07-21,Mainly clear,76.2476
8223,0.0,16,2016-07-21,Mainly clear,75.347595
8224,0.0,17,2016-07-21,Clear sky,73.5476
8225,0.0,18,2016-07-21,Clear sky,71.3876
8226,0.0,19,2016-07-21,Clear sky,68.597595
8227,0.0,20,2016-07-21,Clear sky,65.26759
8228,0.0,21,2016-07-21,Mainly clear,62.2076
8229,0.0,22,2016-07-21,Clear sky,60.3176
8230,0.0,23,2016-07-21,Mainly clear,59.237602
8231,0.0,0,2016-07-22,Mainly clear,58.1576
8232,0.0,1,2016-07-22,Mainly clear,57.2576
8233,0.0,2,2016-07-22,Mainly clear,56.4476
8234,0.0,3,2016-07-22,Mainly clear,55.9076
8235,0.0,4,2016-07-22,Mainly clear,55.4576
8236,0.0,5,2016-07-22,Overcast,55.0076
8237,0.0,6,2016-07-22,Partly cloudy,54.3776
8238,0.0,7,2016-07-22,Overcast,55.3676
8239,0.0,8,2016-07-22,Mainly clear,58.5176
8240,0.0,9,2016-07-22,Clear sky,62.567596
8241,0.0,10,2016-07-22,Clear sky,67.51759
8242,0.0,11,2016-07-22,Clear sky,72.4676
8243,0.0,12,2016-07-22,Clear sky,76.6076
8244,0.0,13,2016-07-22,Clear sky,80.3876
8245,0.0,14,2016-07-22,Clear sky,82.5476
8246,0.0,15,2016-07-22,Clear sky,83.8976
8247,0.0,16,2016-07-22,Clear sky,83.8976
8248,0.0,17,2016-07-22,Clear sky,83.0876
8249,0.0,18,2016-07-22,Clear sky,81.1076
8250,0.0,19,2016-07-22,Clear sky,78.0476
8251,0.0,20,2016-07-22,Clear sky,73.8176
8252,0.0,21,2016-07-22,Clear sky,70.0376
8253,0.0,22,2016-07-22,Clear sky,67.3376
8254,0.0,23,2016-07-22,Clear sky,64.9076
8255,0.0,0,2016-07-23,Clear sky,63.107597
8256,0.0,1,2016-07-23,Clear sky,61.3976
8257,0.0,2,2016-07-23,Clear sky,59.7776
8258,0.0,3,2016-07-23,Mainly clear,58.4276
8259,0.0,4,2016-07-23,Mainly clear,57.3476
8260,0.0,5,2016-07-23,Mainly clear,56.5376
8261,0.0,6,2016-07-23,Partly cloudy,55.9076
8262,0.0,7,2016-07-23,Overcast,56.8976
8263,0.0,8,2016-07-23,Partly cloudy,60.857597
8264,0.0,9,2016-07-23,Clear sky,65.8076
8265,0.0,10,2016-07-23,Clear sky,71.2976
8266,0.0,11,2016-07-23,Clear sky,76.6976
8267,0.0,12,2016-07-23,Clear sky,81.6476
8268,0.0,13,2016-07-23,Clear sky,86.0576
8269,0.0,14,2016-07-23,Clear sky,88.847595
8270,0.0,15,2016-07-23,Clear sky,89.747604
8271,0.0,16,2016-07-23,Clear sky,88.487595
8272,0.0,17,2016-07-23,Clear sky,86.237595
8273,0.0,18,2016-07-23,Clear sky,82.9976
8274,0.0,19,2016-07-23,Clear sky,78.9476
8275,0.0,20,2016-07-23,Clear sky,74.3576
8276,0.0,21,2016-07-23,Clear sky,70.2176
8277,0.0,22,2016-07-23,Clear sky,67.3376
8278,0.0,23,2016-07-23,Clear sky,65.0876
8279,0.0,0,2016-07-24,Clear sky,63.2876
8280,0.0,1,2016-07-24,Clear sky,61.5776
8281,0.0,2,2016-07-24,Clear sky,60.0476
8282,0.0,3,2016-07-24,Partly cloudy,58.8776
8283,0.0,4,2016-07-24,Overcast,57.9776
8284,0.0,5,2016-07-24,Overcast,57.2576
8285,0.0,6,2016-07-24,Partly cloudy,56.7176
8286,0.0,7,2016-07-24,Partly cloudy,57.4376
8287,0.0,8,2016-07-24,Mainly clear,59.7776
8288,0.0,9,2016-07-24,Mainly clear,63.6476
8289,0.0,10,2016-07-24,Clear sky,68.3276
8290,0.0,11,2016-07-24,Clear sky,73.3676
8291,0.0,12,2016-07-24,Clear sky,78.9476
8292,0.0,13,2016-07-24,Clear sky,82.6376
8293,0.0,14,2016-07-24,Clear sky,84.79759
8294,0.0,15,2016-07-24,Clear sky,85.4276
8295,0.0,16,2016-07-24,Clear sky,84.347595
8296,0.0,17,2016-07-24,Clear sky,82.2776
8297,0.0,18,2016-07-24,Clear sky,79.4876
8298,0.0,19,2016-07-24,Clear sky,75.4376
8299,0.0,20,2016-07-24,Clear sky,70.667595
8300,0.0,21,2016-07-24,Clear sky,66.167595
8301,0.0,22,2016-07-24,Clear sky,63.3776
8302,0.0,23,2016-07-24,Clear sky,61.3076
8303,0.0,0,2016-07-25,Clear sky,59.507603
8304,0.0,1,2016-07-25,Mainly clear,58.247597
8305,0.0,2,2016-07-25,Mainly clear,57.3476
8306,0.0,3,2016-07-25,Overcast,56.6276
8307,0.0,4,2016-07-25,Overcast,56.1776
8308,0.0,5,2016-07-25,Overcast,55.9076
8309,0.0,6,2016-07-25,Overcast,55.6376
8310,0.0,7,2016-07-25,Overcast,56.0876
8311,0.0,8,2016-07-25,Overcast,57.8876
8312,0.0,9,2016-07-25,Partly cloudy,60.5876
8313,0.0,10,2016-07-25,Clear sky,64.457596
8314,0.0,11,2016-07-25,Clear sky,69.2276
8315,0.0,12,2016-07-25,Clear sky,72.4676
8316,0.0,13,2016-07-25,Clear sky,76.6076
8317,0.0,14,2016-07-25,Clear sky,79.3076
8318,0.0,15,2016-07-25,Clear sky,79.7576
8319,0.0,16,2016-07-25,Clear sky,78.5876
8320,0.0,17,2016-07-25,Clear sky,76.6976
8321,0.0,18,2016-07-25,Clear sky,73.9976
8322,0.0,19,2016-07-25,Clear sky,70.847595
8323,0.0,20,2016-07-25,Clear sky,66.6176
8324,0.0,21,2016-07-25,Clear sky,62.8376
8325,0.0,22,2016-07-25,Clear sky,60.497597
8326,0.0,23,2016-07-25,Clear sky,58.7876
8327,0.0,0,2016-07-26,Clear sky,59.1476
8328,0.0,1,2016-07-26,Mainly clear,57.7976
8329,0.0,2,2016-07-26,Partly cloudy,56.7176
8330,0.0,3,2016-07-26,Partly cloudy,55.7276
8331,0.0,4,2016-07-26,Partly cloudy,55.2776
8332,0.0,5,2016-07-26,Partly cloudy,54.917603
8333,0.0,6,2016-07-26,Partly cloudy,54.917603
8334,0.0,7,2016-07-26,Partly cloudy,55.0976
8335,0.0,8,2016-07-26,Partly cloudy,57.0776
8336,0.0,9,2016-07-26,Clear sky,61.7576
8337,0.0,10,2016-07-26,Clear sky,68.7776
8338,0.0,11,2016-07-26,Clear sky,76.1576
8339,0.0,12,2016-07-26,Clear sky,81.8276
8340,0.0,13,2016-07-26,Clear sky,86.6876
8341,0.0,14,2016-07-26,Clear sky,89.29759
8342,0.0,15,2016-07-26,Clear sky,89.4776
8343,0.0,16,2016-07-26,Clear sky,87.4076
8344,0.0,17,2016-07-26,Clear sky,84.5276
8345,0.0,18,2016-07-26,Clear sky,80.7476
8346,0.0,19,2016-07-26,Clear sky,76.9676
8347,0.0,20,2016-07-26,Clear sky,72.7376
8348,0.0,21,2016-07-26,Clear sky,68.7776
8349,0.0,22,2016-07-26,Clear sky,65.8976
8350,0.0,23,2016-07-26,Clear sky,63.467598
8351,0.0,0,2016-07-27,Clear sky,64.097595
8352,0.0,1,2016-07-27,Clear sky,62.117596
8353,0.0,2,2016-07-27,Clear sky,60.497597
8354,0.0,3,2016-07-27,Partly cloudy,59.1476
8355,0.0,4,2016-07-27,Partly cloudy,58.247597
8356,0.0,5,2016-07-27,Partly cloudy,57.6176
8357,0.0,6,2016-07-27,Partly cloudy,56.8976
8358,0.0,7,2016-07-27,Partly cloudy,57.3476
8359,0.0,8,2016-07-27,Partly cloudy,61.487602
8360,0.0,9,2016-07-27,Clear sky,67.6976
8361,0.0,10,2016-07-27,Clear sky,74.1776
8362,0.0,11,2016-07-27,Clear sky,79.847595
8363,0.0,12,2016-07-27,Clear sky,79.5776
8364,0.0,13,2016-07-27,Clear sky,82.9976
8365,0.0,14,2016-07-27,Clear sky,84.887596
8366,0.0,15,2016-07-27,Clear sky,84.887596
8367,0.0,16,2016-07-27,Clear sky,83.6276
8368,0.0,17,2016-07-27,Clear sky,81.1976
8369,0.0,18,2016-07-27,Clear sky,77.417595
8370,0.0,19,2016-07-27,Clear sky,72.8276
8371,0.0,20,2016-07-27,Clear sky,68.3276
8372,0.0,21,2016-07-27,Clear sky,65.0876
8373,0.0,22,2016-07-27,Clear sky,63.017597
8374,0.0,23,2016-07-27,Clear sky,61.487602
8375,0.0,0,2016-07-28,Clear sky,59.507603
8376,0.0,1,2016-07-28,Clear sky,58.247597
8377,0.0,2,2016-07-28,Partly cloudy,57.5276
8378,0.0,3,2016-07-28,Partly cloudy,56.987602
8379,0.0,4,2016-07-28,Overcast,56.807602
8380,0.0,5,2016-07-28,Overcast,56.5376
8381,0.0,6,2016-07-28,Overcast,56.4476
8382,0.0,7,2016-07-28,Overcast,56.7176
8383,0.0,8,2016-07-28,Overcast,58.8776
8384,0.0,9,2016-07-28,Mainly clear,62.747597
8385,0.0,10,2016-07-28,Clear sky,67.6976
8386,0.0,11,2016-07-28,Clear sky,72.6476
8387,0.0,12,2016-07-28,Clear sky,74.8076
8388,0.0,13,2016-07-28,Clear sky,78.9476
8389,0.0,14,2016-07-28,Clear sky,81.3776
8390,0.0,15,2016-07-28,Clear sky,81.3776
8391,0.0,16,2016-07-28,Clear sky,79.5776
8392,0.0,17,2016-07-28,Clear sky,76.4276
8393,0.0,18,2016-07-28,Clear sky,72.8276
8394,0.0,19,2016-07-28,Clear sky,69.2276
8395,0.0,20,2016-07-28,Clear sky,65.3576
8396,0.0,21,2016-07-28,Clear sky,62.117596
8397,0.0,22,2016-07-28,Clear sky,60.497597
8398,0.0,23,2016-07-28,Clear sky,59.4176
8399,0.0,0,2016-07-29,Clear sky,58.7876
8400,0.0,1,2016-07-29,Clear sky,57.7976
8401,0.0,2,2016-07-29,Clear sky,57.0776
8402,0.0,3,2016-07-29,Overcast,56.5376
8403,0.0,4,2016-07-29,Overcast,56.2676
8404,0.0,5,2016-07-29,Overcast,56.2676
8405,0.0,6,2016-07-29,Overcast,56.1776
8406,0.0,7,2016-07-29,Overcast,56.807602
8407,0.0,8,2016-07-29,Partly cloudy,59.4176
8408,0.0,9,2016-07-29,Clear sky,63.197598
8409,0.0,10,2016-07-29,Clear sky,67.8776
8410,0.0,11,2016-07-29,Clear sky,73.0076
8411,0.0,12,2016-07-29,Clear sky,74.8076
8412,0.0,13,2016-07-29,Clear sky,78.9476
8413,0.0,14,2016-07-29,Clear sky,81.5576
8414,0.0,15,2016-07-29,Clear sky,81.4676
8415,0.0,16,2016-07-29,Clear sky,79.7576
8416,0.0,17,2016-07-29,Clear sky,76.6976
8417,0.0,18,2016-07-29,Clear sky,72.6476
8418,0.0,19,2016-07-29,Clear sky,68.597595
8419,0.0,20,2016-07-29,Clear sky,64.457596
8420,0.0,21,2016-07-29,Clear sky,61.3076
8421,0.0,22,2016-07-29,Clear sky,59.507603
8422,0.0,23,2016-07-29,Clear sky,58.3376
8423,0.0,0,2016-07-30,Clear sky,57.8876
8424,0.0,1,2016-07-30,Clear sky,56.3576
8425,0.0,2,2016-07-30,Mainly clear,55.1876
8426,0.0,3,2016-07-30,Partly cloudy,54.2876
8427,0.0,4,2016-07-30,Overcast,53.8376
8428,0.0,5,2016-07-30,Overcast,53.5676
8429,0.0,6,2016-07-30,Overcast,53.8376
8430,0.0,7,2016-07-30,Overcast,54.3776
8431,0.0,8,2016-07-30,Partly cloudy,57.3476
8432,0.0,9,2016-07-30,Clear sky,61.7576
8433,0.0,10,2016-07-30,Clear sky,66.9776
8434,0.0,11,2016-07-30,Clear sky,71.2976
8435,0.0,12,2016-07-30,Clear sky,73.457596
8436,0.0,13,2016-07-30,Clear sky,77.8676
8437,0.0,14,2016-07-30,Clear sky,80.1176
8438,0.0,15,2016-07-30,Mainly clear,79.0376
8439,0.0,16,2016-07-30,Mainly clear,75.707596
8440,0.0,17,2016-07-30,Clear sky,72.5576
8441,0.0,18,2016-07-30,Clear sky,69.76759
8442,0.0,19,2016-07-30,Clear sky,66.7976
8443,0.0,20,2016-07-30,Clear sky,63.2876
8444,0.0,21,2016-07-30,Clear sky,60.4076
8445,0.0,22,2016-07-30,Clear sky,58.7876
8446,0.0,23,2016-07-30,Clear sky,57.707603
8447,0.0,0,2016-07-31,Mainly clear,55.0976
8448,0.0,1,2016-07-31,Mainly clear,54.6476
8449,0.0,2,2016-07-31,Mainly clear,54.1976
8450,0.0,3,2016-07-31,Partly cloudy,54.0176
8451,0.0,4,2016-07-31,Partly cloudy,53.6576
8452,0.0,5,2016-07-31,Overcast,53.3876
8453,0.0,6,2016-07-31,Overcast,53.5676
8454,0.0,7,2016-07-31,Overcast,54.1976
8455,0.0,8,2016-07-31,Overcast,57.4376
8456,0.0,9,2016-07-31,Partly cloudy,60.6776
8457,0.0,10,2016-07-31,Clear sky,64.9976
8458,0.0,11,2016-07-31,Clear sky,69.0476
8459,0.0,12,2016-07-31,Clear sky,70.667595
8460,0.0,13,2016-07-31,Clear sky,73.9976
8461,0.0,14,2016-07-31,Clear sky,75.9776
8462,0.0,15,2016-07-31,Clear sky,76.6076
8463,0.0,16,2016-07-31,Clear sky,75.5276
8464,0.0,17,2016-07-31,Clear sky,72.917595
8465,0.0,18,2016-07-31,Clear sky,69.6776
8466,0.0,19,2016-07-31,Clear sky,66.0776
8467,0.0,20,2016-07-31,Clear sky,62.4776
8468,0.0,21,2016-07-31,Clear sky,59.5976
8469,0.0,22,2016-07-31,Clear sky,57.8876
8470,0.0,23,2016-07-31,Clear sky,56.807602
8471,0.0,0,2016-08-01,Clear sky,54.737602
8472,0.0,1,2016-08-01,Mainly clear,54.0176
8473,0.0,2,2016-08-01,Partly cloudy,53.4776
8474,0.0,3,2016-08-01,Overcast,53.0276
8475,0.0,4,2016-08-01,Overcast,52.9376
8476,0.0,5,2016-08-01,Overcast,52.8476
8477,0.0,6,2016-08-01,Overcast,53.0276
8478,0.0,7,2016-08-01,Overcast,53.5676
8479,0.0,8,2016-08-01,Overcast,55.6376
8480,0.0,9,2016-08-01,Partly cloudy,59.3276
8481,0.0,10,2016-08-01,Clear sky,63.3776
8482,0.0,11,2016-08-01,Clear sky,67.2476
8483,0.0,12,2016-08-01,Clear sky,70.2176
